,Species,CommonName,TaxonomicGrouping,FilterRegion,FilterSubRegion,ManagementBody,ManagementPlan,DistributionProjectName
1074,Tetronarce californica,Pacific electric ray,"Elasmobranchii: Batoidea (skates, rays)",US West Coast,West Coast,,,Not for IDW
1075,Thaleichthys pacificus,Eulachon,"Osmeriformes (caplin, freshwater smelt)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1076,Thetys vagina,Virgin salpa,"Tunicata (sea squirts, tunicates, salps) ",US West Coast,West Coast,,,Not for IDW
1077,Thrissacanthias penicillatus,NA,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1078,Tritonia tetraquetra,Large orange peel nudibranch,Gastropoda (sea snails and slugs),US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1079,Vampyroteuthis infernalis,Vampire squid,"Cephalopoda (squid, octopus)",US West Coast,West Coast,,,Not for IDW
1080,Zalembius rosaceus,Pink seaperch,"Ovalentaria (damselfish, sufperches)",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1081,Zaniolepis frenata,Shortspine combfish,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,Not for IDW
1082,Zaniolepis latipinnis,Longspine combfish,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1083,Argentina sialis,Pacific argentine,Argentiniformes (marine smelts),US West Coast,West Coast,,,Not for IDW
1084,Chilara taylori,Spotted cusk-eel,Ophidiiformes (Cusk eels) ,US West Coast,West Coast,,,Not for IDW
1085,Gadus chalcogrammus,Walleye pollock,"Gadiformes (Cods, genadiers, pollock) ",US West Coast,West Coast,,,NMFS/Rutgers IDW Interpolation
1086,Oncorhynchus tshawytscha,Chinook salmon,Salmoniformes (Salmons),US West Coast,West Coast,PFMC,Pacific Coast Salmon,NMFS/Rutgers IDW Interpolation
1087,Pandalus dispar,Sidestripe shrimp,Decapoda (Crabs/Lobster/Shrimp),US West Coast,West Coast,,,Not for IDW
1088,Pseudarchaster parelii,Northern scarlet star,Asteroidea (starfishes) ,US West Coast,West Coast,,,Not for IDW
1089,Sardinops sagax,South american pilchard,"Clupeiformes (Herrings, anchovy, shad)",US West Coast,West Coast,,,Not for IDW
1090,Scomber japonicus,Chub mackerel,Scombriformes (Mackerels),US West Coast,West Coast,PFMC,Coastal Pelagic Species,Not for IDW
1091,Sebastes brevispinis,Silvergray rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,Not for IDW
1092,Sebastes proriger,Redstripe rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,NMFS/Rutgers IDW Interpolation
1093,Sebastes ruberrimus,Yelloweye rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),US West Coast,West Coast,PFMC,Pacific Coast Groundfish,Not for IDW
1094,Trachurus symmetricus,Jack mackerel,Carangiformes (Jacks),US West Coast,West Coast,,,Not for IDW
1095,Xeneretmus latifrons,Blacktip poacher,Perciformes/Cottoidei (sculpins),US West Coast,West Coast,,,Not for IDW
1096,Aphareus rutilans,Lehi,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1097,Etelis carbunculus,Ehu,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1098,Etelis coruscans,Onaga,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1099,Hyporthodus quernus,Hapu'upu'u ,Perciformes/Serranoidei (Groupers),Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1100,Pristipomoides filamentosus,Opakapaka,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1101,Pristipomoides sieboldii,Kalekale,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
1102,Pristipomoides zonatus,Gindai,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Hawai'i,Hawai'i,WPFMC,Hawaii Archipelago Ecosystem,
